 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
80,5655433,3,1,12,0,6,0,4.0,3.4641016,0,0,0.0,0.0,2.1218534,0.7072845,1.8851444e+06,3.2332978e+06,5618575,119,5655433,2.8277165e+06,3.94687e+06,5618575,36858,0,0.0,0.0,0,0,0,0,0,0,72,32,0.53046334,0.17682113,0,6,2.4,3.2863352,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,42780,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,60274968,9,9,926,644,884,0,102.888885,292.9234,600,2,71.55556,198.17108,26.047297,0.29863143,3.5455862e+06,4.850801e+06,10000000,59,50600000,6.328762e+06,5.1698485e+06,10100000,4628,60200000,7.521446e+06,4.612586e+06,10100000,1616,0,0,0,0,192,184,0.14931571,0.14931571,0,884,82.63158,237.13948,56235.133,0,0,0,1,0,0,0,0,1,87.22222,102.888885,71.55556,192,0,0,0,0,0,0,9,926,9,644,8192,30940,8,20,135243.4,68752.35,258183,103324,9.990776e+06,20880.006,10000000,9954972
80,1605160,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,18.689726,3.1149542,401290.0,799953.5,1601217,1,1605160,401290.0,799953.5,1601217,1,0,0.0,0.0,0,0,0,0,0,0,100,0,3.1149542,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
80,1255714,3,5,26,11607,20,0,8.666667,10.263203,5840,0,2321.4,3173.3738,9264.052,6.3708773,179387.72,474211.8,1254799,4,676,338.0,93.3381,404,272,1255694,313923.5,627250.4,1254799,4,0,0,0,0,72,112,2.389079,3.9817984,0,5840,1292.5555,2554.1592,6.5237295e+06,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
51324,2,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,6e+06,1e+06,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,40,0,1e+06,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,30,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,117213,4,2,144,258,36,36,36.0,0.0,129,129,129.0,0.0,3429.6538,51.18886,23442.6,37264.51,85404,1,31806,10602.0,18320.783,31757,1,3,3.0,0.0,3,3,0,0,0,0,104,40,34.125908,17.062954,36,129,62.57143,45.379353,2059.2856,0,0,0,0,0,0,0,0,0,73.0,36.0,129.0,104,0,0,0,0,0,0,4,144,2,258,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
53,30656,1,1,44,204,44,44,44.0,0.0,204,204,204.0,0.0,8089.7705,65.24008,30656.0,0.0,30656,30656,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.62004,32.62004,44,204,97.333336,92.376045,8533.333,0,0,0,0,0,0,0,0,1,146.0,44.0,204.0,20,0,0,0,0,0,0,1,44,1,204,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,30709,1,1,67,149,67,67,67.0,0.0,149,149,149.0,0.0,7033.7686,65.12749,30709.0,0.0,30709,30709,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.563744,32.563744,67,149,94.333336,47.342724,2241.3333,0,0,0,0,0,0,0,0,1,141.5,67.0,149.0,32,0,0,0,0,0,0,1,67,1,149,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53097,35,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,342857.16,57142.855,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28571.428,28571.428,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,185512,7,5,376,3508,201,0,53.714287,78.68654,1460,0,701.6,731.56464,20936.65,64.685844,16864.727,34111.87,85907,49,185512,30918.666,44010.59,89604,195,94590,23647.5,44900.22,90959,49,0,0,0,0,152,112,37.73341,26.952435,0,1460,298.76923,539.97577,291573.84,0,0,0,1,0,0,0,0,0,323.66666,53.714287,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0
36948,83,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24096.385,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12048.192,12048.192,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,445,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,31695,2,2,78,342,39,39,39.0,0.0,171,171,171.0,0.0,13251.302,126.20287,10565.0,18256.697,31646,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,63.101437,63.101437,39,171,91.8,72.29938,5227.2,0,0,0,0,0,0,0,0,1,114.75,39.0,171.0,40,0,0,0,0,0,0,2,78,2,342,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,999,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5005.005,249.75,496.1696,994,0,999,249.75,496.1696,994,0,0,0.0,0.0,0,0,0,0,0,0,160,0,5005.005,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,160,0,0,0,0,0,0,5,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,94537,4,4,140,204,35,35,35.0,0.0,51,51,51.0,0.0,3638.7869,84.622955,13505.286,24908.535,63718,3,94376,31458.666,54482.812,94370,3,63885,21295.0,36840.727,63835,3,0,0,0,0,80,80,42.311478,42.311478,35,51,42.11111,8.43274,71.111115,0,0,0,0,0,0,0,0,1,47.375,35.0,51.0,80,0,0,0,0,0,0,4,140,4,204,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
443,60332699,10,8,3021,4579,901,0,302.1,392.92337,1460,0,572.375,593.8114,125.96818,0.29834569,3.5489822e+06,1.45e+07,60000000,4,60300000,6.703633e+06,2e+07,60000000,207,289633,41376.145,28385.447,62725,48,0,0,0,0,212,172,0.1657476,0.13259807,0,1460,400.0,491.6713,241740.67,0,0,0,1,0,0,0,0,0,422.22223,302.1,572.375,212,0,0,0,0,0,0,10,3021,8,4579,8192,509,9,20,0.0,0.0,0,0,0.0,0.0,0,0
51488,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4e+06,666666.7,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.7,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,5114,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,5923046,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6753282,1.9743486e+06,3.19431e+06,5659689,85,5923046,2.961523e+06,3.815783e+06,5659689,263357,0,0.0,0.0,0,0,0,0,0,0,80,40,0.50649613,0.16883205,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,80,0,0,0,0,0,0,3,0,1,0,29200,12960,0,20,0.0,0.0,0,0,0.0,0.0,0,0
57899,78,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,153846.16,25641.025,78.0,0.0,78,78,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12820.513,12820.513,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,292,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0
10009,99,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,161616.16,40404.04,33.0,27.712812,49,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,48,40,20202.02,20202.02,2,6,3.6,2.1908903,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0
443,115184294,22,23,821,12537,352,0,37.31818,85.86112,2021,0,545.087,745.7091,115.97067,0.39067826,2.6178248e+06,4.367213e+06,10000000,2,115000000,5.4849665e+06,4.9805535e+06,10000000,2,110000000,5.0140005e+06,5.12524e+06,10000000,2,0,0,0,0,452,604,0.19099826,0.19968,0,2021,290.3913,584.5029,341643.72,0,0,0,1,0,0,0,0,1,296.84445,37.31818,545.087,452,0,0,0,0,0,0,22,821,23,12537,8192,123,21,20,36422.637,21899.953,102451,29573,9.99159e+06,5141.285,10000000,9980697
443,115870368,27,28,661,22960,314,0,24.481482,72.151215,2896,0,820.0,904.73615,203.85712,0.47466838,2.1457475e+06,4.1367788e+06,10218048,2,115870368,4.4565525e+06,5.075008e+06,10240010,2,112495514,4.1665005e+06,5.1164035e+06,10240265,48,0,0,0,0,872,904,0.23301902,0.24164936,0,2896,421.80356,752.1616,565747.1,0,0,0,1,0,0,0,0,1,429.47272,24.481482,820.0,872,0,0,0,0,0,0,27,661,28,22960,29200,122,4,32,27379.0,17565.545,80340,21954,1.0199513e+07,61051.96,10218048,10015435
45140,3,2,0,31,0,31,0,15.5,21.920311,0,0,0.0,0.0,1.03e+07,666666.7,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.7,0.0,0,31,20.666666,17.897858,320.33334,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,59,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
3261,64,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,250000.0,62500.0,21.333334,30.022215,56,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,48,40,31250.0,31250.0,2,6,3.6,2.1908903,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0
53,48718,1,1,60,125,60,60,60.0,0.0,125,125,125.0,0.0,3797.3645,41.05259,48718.0,0.0,48718,48718,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.526295,20.526295,60,125,81.666664,37.527767,1408.3334,0,0,0,0,0,0,0,0,1,122.5,60.0,125.0,20,0,0,0,0,0,0,1,60,1,125,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
5902,41,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,195121.95,48780.49,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,24390.244,24390.244,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
53,47818,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,4349.8267,83.650505,15939.333,27601.674,47811,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,41.825253,41.825253,44,60,50.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,40,0,0,0,0,0,0,2,88,2,120,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,46900,4,2,160,206,40,40,40.0,0.0,103,103,103.0,0.0,7803.838,127.93177,9380.0,13697.68,30195,3,30203,10067.667,17430.781,30195,4,3,3.0,0.0,3,3,0,0,0,0,80,40,85.28785,42.643925,40,103,58.0,30.740852,945.0,0,0,0,0,0,0,0,0,0,67.666664,40.0,103.0,80,0,0,0,0,0,0,4,160,2,206,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
53,77807,4,2,148,298,37,37,37.0,0.0,149,149,149.0,0.0,5732.132,77.113884,15561.4,22070.506,47056,3,30747,10249.0,17745.727,30740,3,4,4.0,0.0,4,4,0,0,0,0,92,40,51.409256,25.704628,37,149,69.0,54.650406,2986.6667,0,0,0,0,0,0,0,0,0,80.5,37.0,149.0,92,0,0,0,0,0,0,4,148,2,298,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
443,274,1,1,31,6,31,31,31.0,0.0,6,6,6.0,0.0,135036.5,7299.27,274.0,0.0,274,274,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,20,20,3649.635,3649.635,6,31,22.666666,14.433757,208.33333,0,1,0,0,1,0,0,0,1,34.0,31.0,6.0,20,0,0,0,0,0,0,1,31,1,6,980,980,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,119559294,23,23,1555,8833,273,0,67.608696,81.29673,2230,0,384.0435,594.4864,86.88576,0.38474634,2.6568732e+06,1.23e+07,58900000,4,120000000,5.4345135e+06,1.73e+07,58900000,21,119000000,5.4308905e+06,1.73e+07,59000000,4,0,0,0,0,472,472,0.19237317,0.19237317,0,2230,221.02127,445.31204,198302.8,0,0,0,1,0,0,0,0,1,225.82608,67.608696,384.0435,472,0,0,0,0,0,0,23,1555,23,8833,8192,131,22,20,873326.5,1.1124762e+06,1659966,86687,5.89e+07,60430.05,58900000,58800000
53,150,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1.0666666e+06,26666.666,50.0,48.03124,99,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,13333.333,13333.333,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,117360203,25,25,1554,10315,411,0,62.16,95.49506,1448,0,412.6,525.484,101.13309,0.4260388,2.3951062e+06,1.17e+07,59000000,1,117000000,4.8900085e+06,1.65e+07,59000000,17,117000000,4.889374e+06,1.65e+07,59000000,1,0,0,0,0,808,808,0.2130194,0.2130194,0,1448,232.7255,410.76544,168728.25,0,0,0,1,0,0,0,0,1,237.38,62.16,412.6,808,0,0,0,0,0,0,25,1554,25,10315,29200,139,13,32,134818.0,146864.67,238667,30969,5.85e+07,630908.94,59000000,58100000
443,6249540,13,17,652,13747,333,0,50.153847,104.60788,2979,0,808.64703,861.3747,2304.0095,4.8003535,215501.38,1.1157581e+06,6016050,3,6249540,520795.0,1.7308288e+06,6016347,209,6198182,387386.38,1.5011686e+06,6016058,3,0,0,0,0,272,352,2.080153,2.7202003,0,2979,464.48386,740.8068,548794.8,0,0,0,1,0,0,0,0,1,479.96667,50.153847,808.64703,272,0,0,0,0,0,0,13,652,17,13747,8192,66,3,20,233193.0,0.0,233193,233193,6.01605e+06,0.0,6016050,6016050
53,293,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,546075.06,13651.877,97.666664,85.16063,196,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,80,80,6825.9385,6825.9385,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,80,0,0,0,0,0,0,2,64,2,96,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
53,202,2,2,76,396,38,38,38.0,0.0,198,198,198.0,0.0,2.3366338e+06,19801.98,67.333336,111.428604,196,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9900.99,9900.99,38,198,102.0,87.63561,7680.0,0,0,0,0,0,0,0,0,1,127.5,38.0,198.0,64,0,0,0,0,0,0,2,76,2,396,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,11132,1,1,0,356,0,0,0.0,0.0,356,356,356.0,0.0,31979.877,179.66223,11132.0,0.0,11132,11132,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,89.831116,89.831116,0,356,118.666664,205.5367,42245.332,0,0,0,0,1,0,0,0,1,178.0,0.0,356.0,32,0,0,0,0,0,0,1,0,1,356,319,64,0,32,0.0,0.0,0,0,0.0,0.0,0,0
